created_at,id,source,text,screen_name,coordinates.long,coordinates.lat,place.country_code,place.name,place.place_type,place.log1,place.lat1,place.log2,place.lat2,place.log3,place.lat3,place.log4,place.lat4,hash_tags,urls,user_mentions,symbols
Sat Jul 31 11:46:57 +0000 2021,1421437220754378752,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,RT @Tokyo2020jp: 🔴速報🔴 #ボクシング 女子フェザー級 入江 聖奈選手が決勝進出！🥊 銀メダル以上が確定です🏅 #Tokyo2020 #オリンピック https://t.co/pEAqIQIX7a,tus_1_c,None,None,None,None,None,None,None,None,None,None,None,None,None,[{"text": "\u30dc\u30af\u30b7\u30f3\u30b0"- "indices": [23- 29]}- {"text": "Tokyo2020"- "indices": [67- 77]}- {"text": "\u30aa\u30ea\u30f3\u30d4\u30c3\u30af"- "indices": [78- 85]}],[],[{"screen_name": "Tokyo2020jp"- "name": "Tokyo 2020"- "id": 313297298- "id_str": "313297298"- "indices": [3- 15]}],[]
Sat Jul 31 11:46:57 +0000 2021,1421437220800638979,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,RT @GoalJP_Official: 🇯🇵 GK #谷晃生、魅せた！🧤 #U24日本代表 の守護神がチームを準決勝へ導く！日本がニュージランドとの熱戦を制して #東京オリンピック ベスト4 進出！ 次戦、決勝進出を懸けてスペインと激突！ 🏆#東京五輪 #サッカー 男子…,tofu_koa,None,None,None,None,None,None,None,None,None,None,None,None,None,[{"text": "\u8c37\u6643\u751f"- "indices": [27- 31]}- {"text": "U24\u65e5\u672c\u4ee3\u8868"- "indices": [39- 47]}- {"text": "\u6771\u4eac\u30aa\u30ea\u30f3\u30d4\u30c3\u30af"- "indices": [83- 92]}- {"text": "\u6771\u4eac\u4e94\u8f2a"- "indices": [125- 130]}- {"text": "\u30b5\u30c3\u30ab\u30fc"- "indices": [131- 136]}],[],[{"screen_name": "GoalJP_Official"- "name": "Goal Japan"- "id": 475615015- "id_str": "475615015"- "indices": [3- 19]}],[]
Sat Jul 31 11:46:57 +0000 2021,1421437220909588482,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,RT @Ruinx_x: 500𝙿𝚊𝚢 1名様に✨ ▽応募方法 ❒ 僕と@v17Minidora フォロー ❒ このツイートをRT 締切 7/31 22時00分〆 ✨コラボ依頼受付中✨,potapooooooota,None,None,None,None,None,None,None,None,None,None,None,None,None,[],[],[{"screen_name": "Ruinx_x"- "name": "\u308b\u3045\u30fc\u3044\u3093\ud83e\udd84\u0ed2\ua4b1\u00b7\uff9f"- "id": 1290443214915284992- "id_str": "1290443214915284992"- "indices": [3- 11]}- {"screen_name": "v17Minidora"- "name": "\ud83e\udd5cMini\ud83e\udd5c\u3010\u8a0e\u4f10\u968a\u5fdc\u63f4\u56e3\u3011"- "id": 1209180854485827584- "id_str": "1209180854485827584"- "indices": [37- 49]}],[]
Sat Jul 31 11:46:57 +0000 2021,1421437221354098696,<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>,おめでとう❣️ 翔く〜ん❗️❗️ #東京2020 #サッカー,harukite,None,None,None,None,None,None,None,None,None,None,None,None,None,[{"text": "\u6771\u4eac2020"- "indices": [18- 25]}- {"text": "\u30b5\u30c3\u30ab\u30fc"- "indices": [27- 32]}],[],[],[]
Sat Jul 31 11:46:57 +0000 2021,1421437221287063556,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,RT @Tokyo2020jp: #サッカー 男子 準々決勝⚽ 🇯🇵日本 vs ニュージーランド🇳🇿 PK戦の末、日本代表が勝利‼ ベスト4進出決定です✨ @jfa_samuraiblue #Tokyo2020 #オリンピック https://t.co/03FEWjVtFK,chihayaJun,None,None,None,None,None,None,None,None,None,None,None,None,None,[{"text": "\u30b5\u30c3\u30ab\u30fc"- "indices": [17- 22]}- {"text": "Tokyo2020"- "indices": [98- 108]}- {"text": "\u30aa\u30ea\u30f3\u30d4\u30c3\u30af"- "indices": [109- 116]}],[],[{"screen_name": "Tokyo2020jp"- "name": "Tokyo 2020"- "id": 313297298- "id_str": "313297298"- "indices": [3- 15]}- {"screen_name": "jfa_samuraiblue"- "name": "\u30b5\u30c3\u30ab\u30fc\u65e5\u672c\u4ee3\u8868\u3010U24\u3011#Tokyo2020 \u6e96\u3005\u6c7a\u52dd vs\ud83c\uddf3\ud83c\uddff7.31@\u30ab\u30b7\u30de"- "id": 108260481- "id_str": "108260481"- "indices": [80- 96]}],[]
Sat Jul 31 11:46:57 +0000 2021,1421437221358374916,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,RT @mi2_yes: 新種目の柔道混合団体、日本対フランスとの決勝で、フランスが勝利して、日本は銀メダル🥈獲得。 フランスが強かった。 銀メダルおめでとう #柔道 #judo #東京2020 #オリンピック https://t.co/pjZ73fjNzt,chan_eriy,None,None,None,None,None,None,None,None,None,None,None,None,None,[{"text": "\u67d4\u9053"- "indices": [82- 85]}- {"text": "judo"- "indices": [87- 92]}- {"text": "\u6771\u4eac2020"- "indices": [94- 101]}- {"text": "\u30aa\u30ea\u30f3\u30d4\u30c3\u30af"- "indices": [103- 110]}],[],[{"screen_name": "mi2_yes"- "name": "Mi2"- "id": 1143828070198939650- "id_str": "1143828070198939650"- "indices": [3- 11]}],[]
Sat Jul 31 11:46:57 +0000 2021,1421437221584867331,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,RT @anipoke_PR: #ヒカリ #ポッチャマ の #アニポケ 登場記念🎊 2週連続プレゼントキャンペーン開催❗ [第2弾]ぬいぐるみビーズクッション「むぎゅっとポッチャマ」を抽選で10名様にプレゼント🎁 📝応募方法 ①@anipoke_PRをフォロー ②このツイー…,soul51next_ice,None,None,None,None,None,None,None,None,None,None,None,None,None,[{"text": "\u30d2\u30ab\u30ea"- "indices": [16- 20]}- {"text": "\u30dd\u30c3\u30c1\u30e3\u30de"- "indices": [21- 27]}- {"text": "\u30a2\u30cb\u30dd\u30b1"- "indices": [30- 35]}],[],[{"screen_name": "anipoke_PR"- "name": "\u30a2\u30cb\u30e1\u300c\u30dd\u30b1\u30c3\u30c8\u30e2\u30f3\u30b9\u30bf\u30fc\u300d\u516c\u5f0f"- "id": 1163746138731585537- "id_str": "1163746138731585537"- "indices": [3- 14]}- {"screen_name": "anipoke_PR"- "name": "\u30a2\u30cb\u30e1\u300c\u30dd\u30b1\u30c3\u30c8\u30e2\u30f3\u30b9\u30bf\u30fc\u300d\u516c\u5f0f"- "id": 1163746138731585537- "id_str": "1163746138731585537"- "indices": [116- 127]}],[]
Sat Jul 31 11:46:57 +0000 2021,1421437221530267651,<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>,RT @nhk_sports: 【速報動画】 #サッカー 男子 準々決勝 日本×ニュージーランド PK戦に突入 ゴールキーパー #谷晃生 選手の好セーブをご覧ください PC💻スマホ📱でもご覧いただけます☟ https://t.co/NVtjyCKVfx #東京五輪 ＃東京…,blu_e_nero,None,None,None,None,None,None,None,None,None,None,None,None,None,[{"text": "\u30b5\u30c3\u30ab\u30fc"- "indices": [23- 28]}- {"text": "\u8c37\u6643\u751f"- "indices": [64- 68]}- {"text": "\u6771\u4eac\u4e94\u8f2a"- "indices": [129- 134]}],[{"url": "https://t.co/NVtjyCKVfx"- "expanded_url": "https://plus.nhk.jp/?cid=2020hk-tw-sports-livecut-0731"- "display_url": "plus.nhk.jp/?cid=2020hk-tw\u2026"- "indices": [104- 127]}],[{"screen_name": "nhk_sports"- "name": "NHK\u30b9\u30dd\u30fc\u30c4"- "id": 522820087- "id_str": "522820087"- "indices": [3- 14]}],[]
Sat Jul 31 11:46:57 +0000 2021,1421437220976693249,<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>,ｷﾀ━━━━😭💗 息止まるかと思った！ 麻也決まった瞬間私も 走り出しそうになったわ🏃‍♀️💨 8/3速攻帰ってこよ！ スペイン🇪🇸強すぎるけど とにかくおめでとう🥺💕 #サッカー https://t.co/U1fdL0HxqE,MMskhy7,None,None,None,None,None,None,None,None,None,None,None,None,None,[{"text": "\u30b5\u30c3\u30ab\u30fc"- "indices": [87- 92]}],[],[],[]
Sat Jul 31 11:46:57 +0000 2021,1421437221706473477,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,ニュージーランドいいチームだった #サッカー,yaa6825,None,None,None,None,None,None,None,None,None,None,None,None,None,[{"text": "\u30b5\u30c3\u30ab\u30fc"- "indices": [17- 22]}],[],[],[]
Sat Jul 31 11:46:57 +0000 2021,1421437221891018752,<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>,RT @mikity303045: 「侍ジャパン」⭐️ 一戦集中真剣勝負 金メダル目指して 打って⭐️放って⭐️ 飛ばせホームラン #渋谷愛メッセージ #Tokyo2020 スピード&amp;パワー野球で🥇を‼️,rai3Roko,None,None,None,None,None,None,None,None,None,None,None,None,None,[{"text": "\u6e0b\u8c37\u611b\u30e1\u30c3\u30bb\u30fc\u30b8"- "indices": [67- 76]}- {"text": "Tokyo2020"- "indices": [78- 88]}],[],[{"screen_name": "mikity303045"- "name": "mikity30"- "id": 1350750519048896515- "id_str": "1350750519048896515"- "indices": [3- 16]}],[]
Sat Jul 31 11:46:57 +0000 2021,1421437221903556609,<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>,RT @blueblack_gblue: 2004川口 2011川島 2021谷←NEW!!!!!!!!!!!!! #JPN #サッカー #Football https://t.co/naN4reWz1H,MaxxBRILLIANTxx,None,None,None,None,None,None,None,None,None,None,None,None,None,[{"text": "JPN"- "indices": [59- 63]}- {"text": "\u30b5\u30c3\u30ab\u30fc"- "indices": [64- 69]}- {"text": "Football"- "indices": [70- 79]}],[],[{"screen_name": "blueblack_gblue"- "name": "R"- "id": 756473411283451904- "id_str": "756473411283451904"- "indices": [3- 19]}],[]
Sat Jul 31 11:46:57 +0000 2021,1421437221974929415,<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>,RT @Chocolat_Music_: ＼金・土・日🎵週末も毎日 #当たる／ 🎊#アマギフ #プレゼント企画 🔊ショコラの動画拡散🎁GET‼️ ⚠️音量注意 🎁7/31 644日目 #Amazonギフト券【1500円分】 1⃣名様に #プレゼント🎁 🎯応募方法 1⃣@Ch…,rrsk_m,None,None,None,None,None,None,None,None,None,None,None,None,None,[{"text": "\u5f53\u305f\u308b"- "indices": [34- 38]}- {"text": "\u30a2\u30de\u30ae\u30d5"- "indices": [41- 46]}- {"text": "\u30d7\u30ec\u30bc\u30f3\u30c8\u4f01\u753b"- "indices": [47- 55]}- {"text": "Amazon\u30ae\u30d5\u30c8\u5238"- "indices": [93- 104]}- {"text": "\u30d7\u30ec\u30bc\u30f3\u30c8"- "indices": [119- 125]}],[],[{"screen_name": "Chocolat_Music_"- "name": "\u30b7\u30e7\u30b3\u30e9\u3061\u3083\u3093\uff20\u4f53\u5165\u30b7\u30e7\u30b3\u30e9\u5e83\u5831\u90e8\u3010\u56fa\u30c4\u30a4\u3067\ud83c\udf81\u4f01\u753b\u958b\u50ac\u4e2d\u3011"- "id": 1095217813097111552- "id_str": "1095217813097111552"- "indices": [3- 19]}],[]
Sat Jul 31 11:46:57 +0000 2021,1421437221928726535,<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>,本戦、 決定機決められなかった #上田綺世 が 志願してPKトップバッターで いって決めたのは 彼の根性を見た そして 鬼の精神力で最後決めた キャプテン #吉田麻也 さすがっす🙇‍♂️✨ いよいよスペイン🇪🇸戦だ❗️ 頑張… https://t.co/KsRXScmzcn,bluemoon21,None,None,None,None,None,None,None,None,None,None,None,None,None,[{"text": "\u4e0a\u7530\u7dba\u4e16"- "indices": [16- 21]}- {"text": "\u5409\u7530\u9ebb\u4e5f"- "indices": [79- 84]}],[{"url": "https://t.co/KsRXScmzcn"- "expanded_url": "https://twitter.com/i/web/status/1421437221928726535"- "display_url": "twitter.com/i/web/status/1\u2026"- "indices": [117- 140]}],[],[]
Sat Jul 31 11:46:57 +0000 2021,1421437222020993025,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,RT @zumi27591073: なるほどゴールキックが誤審だと思ったから、キーパーはボール外に出してかえしたのか #サッカー,541t4m4m12uk1,None,None,None,None,None,None,None,None,None,None,None,None,None,[{"text": "\u30b5\u30c3\u30ab\u30fc"- "indices": [60- 65]}],[],[{"screen_name": "zumi27591073"- "name": "\u3057\u3070"- "id": 1338702907093311491- "id_str": "1338702907093311491"- "indices": [3- 16]}],[]
Sat Jul 31 11:46:57 +0000 2021,1421437222041964545,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,RT @Tokyo2020jp: 🔴速報🔴 #ボクシング 女子フェザー級 入江 聖奈選手が決勝進出！🥊 銀メダル以上が確定です🏅 #Tokyo2020 #オリンピック https://t.co/pEAqIQIX7a,tacccku,None,None,None,None,None,None,None,None,None,None,None,None,None,[{"text": "\u30dc\u30af\u30b7\u30f3\u30b0"- "indices": [23- 29]}- {"text": "Tokyo2020"- "indices": [67- 77]}- {"text": "\u30aa\u30ea\u30f3\u30d4\u30c3\u30af"- "indices": [78- 85]}],[],[{"screen_name": "Tokyo2020jp"- "name": "Tokyo 2020"- "id": 313297298- "id_str": "313297298"- "indices": [3- 15]}],[]
Sat Jul 31 11:46:57 +0000 2021,1421437222184656904,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,RT @J_League: 日本がPK戦の末、勝利を収める🔥🔥🔥 ✔️ 試合終了 🏆 東京 ２０２０ オリンピック 準々決勝 🆚 日本🇯🇵 vs ニュージーランド🇳🇿 🔢 0-0（PK 4-2） #Tokyo2020 #daihyo #U24日本代表 #Ｊリーグ 特集ペー…,verdy1978,None,None,None,None,None,None,None,None,None,None,None,None,None,[{"text": "Tokyo2020"- "indices": [100- 110]}- {"text": "daihyo"- "indices": [112- 119]}- {"text": "U24\u65e5\u672c\u4ee3\u8868"- "indices": [120- 128]}- {"text": "\uff2a\u30ea\u30fc\u30b0"- "indices": [129- 134]}],[],[{"screen_name": "J_League"- "name": "\uff2a\u30ea\u30fc\u30b0\uff08\u65e5\u672c\u30d7\u30ed\u30b5\u30c3\u30ab\u30fc\u30ea\u30fc\u30b0\uff09"- "id": 2805040110- "id_str": "2805040110"- "indices": [3- 12]}],[]
Sat Jul 31 11:46:57 +0000 2021,1421437222436458498,<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>,RT @UTOKU_KEIKO: こんばんは🌆 申し込みは明日までですよ〜 いつもの時間に ツイキャスです❣️ 宇徳敬子,iya_maittane_,None,None,None,None,None,None,None,None,None,None,None,None,None,[],[],[{"screen_name": "UTOKU_KEIKO"- "name": "\u5b87\u5fb3\u656c\u5b50&\u30b9\u30bf\u30c3\u30d5\u3010\u516c\u5f0f\u3011"- "id": 164207489- "id_str": "164207489"- "indices": [3- 15]}],[]
Sat Jul 31 11:46:57 +0000 2021,1421437222608269312,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,RT @nhk_sports: 【速報動画】 #サッカー 男子 準々決勝 日本×ニュージーランド PK戦に突入 ゴールキーパー #谷晃生 選手の好セーブをご覧ください PC💻スマホ📱でもご覧いただけます☟ https://t.co/NVtjyCKVfx #東京五輪 ＃東京…,10sun10moon,None,None,None,None,None,None,None,None,None,None,None,None,None,[{"text": "\u30b5\u30c3\u30ab\u30fc"- "indices": [23- 28]}- {"text": "\u8c37\u6643\u751f"- "indices": [64- 68]}- {"text": "\u6771\u4eac\u4e94\u8f2a"- "indices": [129- 134]}],[{"url": "https://t.co/NVtjyCKVfx"- "expanded_url": "https://plus.nhk.jp/?cid=2020hk-tw-sports-livecut-0731"- "display_url": "plus.nhk.jp/?cid=2020hk-tw\u2026"- "indices": [104- 127]}],[{"screen_name": "nhk_sports"- "name": "NHK\u30b9\u30dd\u30fc\u30c4"- "id": 522820087- "id_str": "522820087"- "indices": [3- 14]}],[]
Sat Jul 31 11:46:57 +0000 2021,1421437222671163394,<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>,RT @SpringerJapan: 【今日の数学者】自転車ロードレース🚴‍♀️金メダリストのアナ･キーゼンホーファー選手を #icm2022 開催国ブログも紹介. #Tokyo2020 🔗Springerの数理物理学誌CMPに掲載されたキーゼンホーファー選手の論文: ht…,slowslowfood,None,None,None,None,None,None,None,None,None,None,None,None,None,[{"text": "icm2022"- "indices": [63- 71]}- {"text": "Tokyo2020"- "indices": [83- 93]}],[],[{"screen_name": "SpringerJapan"- "name": "Springer Japan"- "id": 72223432- "id_str": "72223432"- "indices": [3- 17]}],[]
Sat Jul 31 11:46:57 +0000 2021,1421437222725722117,<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>,RT @VEGALTA__Key: ここで我らの板倉滉の勇姿をどうぞ！ #板倉滉 #サッカー #ベガルタ仙台 #川崎フロンターレ https://t.co/pyTFVcm1MR,vega_hanrock,None,None,None,None,None,None,None,None,None,None,None,None,None,[{"text": "\u677f\u5009\u6ec9"- "indices": [37- 41]}- {"text": "\u30b5\u30c3\u30ab\u30fc"- "indices": [42- 47]}- {"text": "\u30d9\u30ac\u30eb\u30bf\u4ed9\u53f0"- "indices": [48- 55]}- {"text": "\u5ddd\u5d0e\u30d5\u30ed\u30f3\u30bf\u30fc\u30ec"- "indices": [56- 65]}],[],[{"screen_name": "VEGALTA__Key"- "name": "Key"- "id": 831224596590272514- "id_str": "831224596590272514"- "indices": [3- 16]}],[]
Sat Jul 31 11:46:57 +0000 2021,1421437222524358657,<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>,RT @ABETakashiOki: どんなに感染爆発して状況が変わっても、一度始めた金メダル本当におめでとうございますツイートが絶対やめられないこの感じ。 この偏執が菅氏の政治を象徴している。,taeshinobu,None,None,None,None,None,None,None,None,None,None,None,None,None,[],[],[{"screen_name": "ABETakashiOki"- "name": "\u963f\u90e8\u5cb3 / ABE Takashi"- "id": 1135906257636798465- "id_str": "1135906257636798465"- "indices": [3- 17]}],[]
Sat Jul 31 11:46:57 +0000 2021,1421437222125854720,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,生配信ありがとうございました！！！ ほらっ！！！！ 絶対金メダルいけますよ！！！！！ ここから！！ さらに総力戦！！！ 引き続き応援しますー！！！ #東京2020 #daihyo https://t.co/QkOLfzdoEP,westiguchi,None,None,None,None,None,None,None,None,None,None,None,None,None,[{"text": "\u6771\u4eac2020"- "indices": [74- 81]}- {"text": "daihyo"- "indices": [83- 90]}],[],[],[]
Sat Jul 31 11:46:57 +0000 2021,1421437222947987456,<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>,RT @jfa_samuraiblue: キックオフまで... あと30分⏳ 🏆#Tokyo2020 準々決勝 ⌚️7.31(土)18:00KO 🆚U-24ニュージーランド代表🇳🇿 📺NHK総合にて生中継 🔗https://t.co/DC8wCejLG8 #jfa #dai…,yukowatanabe11,None,None,None,None,None,None,None,None,None,None,None,None,None,[{"text": "Tokyo2020"- "indices": [41- 51]}- {"text": "jfa"- "indices": [130- 134]}],[{"url": "https://t.co/DC8wCejLG8"- "expanded_url": "http://www.jfa.jp/national_team/u24_2021/tokyo_olympic_2020/schedule_result/"- "display_url": "jfa.jp/national_team/\u2026"- "indices": [105- 128]}],[{"screen_name": "jfa_samuraiblue"- "name": "\u30b5\u30c3\u30ab\u30fc\u65e5\u672c\u4ee3\u8868\u3010U24\u3011#Tokyo2020 \u6e96\u6c7a\u52dd vs\ud83c\uddea\ud83c\uddf88.3@\u57fc\u7389"- "id": 108260481- "id_str": "108260481"- "indices": [3- 19]}],[]
Sat Jul 31 11:46:57 +0000 2021,1421437223040286722,<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>,RT @tanewomakouyo: スポーツウォッシングってやつですか。まだだまされるとしたらだまされる国民が悪いよ。 #医療崩壊でも五輪ですか #今すぐ五輪中止を https://t.co/ntbVIpg9tB,fredy_ono,None,None,None,None,None,None,None,None,None,None,None,None,None,[{"text": "\u533b\u7642\u5d29\u58ca\u3067\u3082\u4e94\u8f2a\u3067\u3059\u304b"- "indices": [61- 73]}- {"text": "\u4eca\u3059\u3050\u4e94\u8f2a\u4e2d\u6b62\u3092"- "indices": [75- 84]}],[{"url": "https://t.co/ntbVIpg9tB"- "expanded_url": "https://twitter.com/zenroren/status/1421419220177330177"- "display_url": "twitter.com/zenroren/statu\u2026"- "indices": [85- 108]}],[{"screen_name": "tanewomakouyo"- "name": "\u30d0\u30f3\u30d6\u30fc"- "id": 316309238- "id_str": "316309238"- "indices": [3- 17]}],[]
Sat Jul 31 11:46:57 +0000 2021,1421437223128289280,<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>,RT @BOYMEN_tsujimo: サッカー日本代表⚽️激闘の末の勝利🏅お疲れさまでした🔥 PK戦前にGK谷選手に川口能活さんがメモ片手に話をしてるのを見て、これは心強いなぁと思いました😁みなさんナイスゲーム🔥🔥 #サッカー #サッカー日本代表,roux_bm,None,None,None,None,None,None,None,None,None,None,None,None,None,[{"text": "\u30b5\u30c3\u30ab\u30fc"- "indices": [109- 114]}- {"text": "\u30b5\u30c3\u30ab\u30fc\u65e5\u672c\u4ee3\u8868"- "indices": [116- 125]}],[],[{"screen_name": "BOYMEN_tsujimo"- "name": "\u8fbb\u672c\u9054\u898f(BOYSANDMEN)"- "id": 1122868889778397185- "id_str": "1122868889778397185"- "indices": [3- 18]}],[]
Sat Jul 31 11:46:57 +0000 2021,1421437223124160512,<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>,柔道ロスに陥ってる… おつかれさまでした👏👏👏,coco33093892,None,None,None,None,None,None,None,None,None,None,None,None,None,[],[],[],[]
Sat Jul 31 11:46:57 +0000 2021,1421437223539380229,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,RT @Japan_Olympic: ＼　\\ //　／ #柔道 混合団体 日本代表 ✨🇯🇵銀メダル獲得🇯🇵✨ ／　// \\　＼ #がんばれニッポン #Tokyo2020 #TEAMJAPAN #オリンピック https://t.co/mkUT…,5gy4Sys0DyCEP1Y,None,None,None,None,None,None,None,None,None,None,None,None,None,[{"text": "\u67d4\u9053"- "indices": [35- 38]}- {"text": "\u304c\u3093\u3070\u308c\u30cb\u30c3\u30dd\u30f3"- "indices": [82- 91]}- {"text": "Tokyo2020"- "indices": [92- 102]}- {"text": "TEAMJAPAN"- "indices": [103- 113]}- {"text": "\u30aa\u30ea\u30f3\u30d4\u30c3\u30af"- "indices": [114- 121]}],[],[{"screen_name": "Japan_Olympic"- "name": "\u65e5\u672c\u30aa\u30ea\u30f3\u30d4\u30c3\u30af\u59d4\u54e1\u4f1a\uff08JOC\uff09"- "id": 339200824- "id_str": "339200824"- "indices": [3- 17]}],[]
Sat Jul 31 11:46:57 +0000 2021,1421437223589670915,<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>,RT @anipoke_PR: #ヒカリ #ポッチャマ の #アニポケ 登場記念🎊 2週連続プレゼントキャンペーン開催❗ [第2弾]ぬいぐるみビーズクッション「むぎゅっとポッチャマ」を抽選で10名様にプレゼント🎁 📝応募方法 ①@anipoke_PRをフォロー ②このツイー…,yatagarasu_20,None,None,None,None,None,None,None,None,None,None,None,None,None,[{"text": "\u30d2\u30ab\u30ea"- "indices": [16- 20]}- {"text": "\u30dd\u30c3\u30c1\u30e3\u30de"- "indices": [21- 27]}- {"text": "\u30a2\u30cb\u30dd\u30b1"- "indices": [30- 35]}],[],[{"screen_name": "anipoke_PR"- "name": "\u30a2\u30cb\u30e1\u300c\u30dd\u30b1\u30c3\u30c8\u30e2\u30f3\u30b9\u30bf\u30fc\u300d\u516c\u5f0f"- "id": 1163746138731585537- "id_str": "1163746138731585537"- "indices": [3- 14]}- {"screen_name": "anipoke_PR"- "name": "\u30a2\u30cb\u30e1\u300c\u30dd\u30b1\u30c3\u30c8\u30e2\u30f3\u30b9\u30bf\u30fc\u300d\u516c\u5f0f"- "id": 1163746138731585537- "id_str": "1163746138731585537"- "indices": [116- 127]}],[]
Sat Jul 31 11:46:57 +0000 2021,1421437223468109830,<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>,私が見なかったので勝ちましたよ…😭,_satsukiyami_,None,None,None,None,None,None,None,None,None,None,None,None,None,[],[],[],[]
Sat Jul 31 11:46:57 +0000 2021,1421437223753322497,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,RT @anipoke_PR: #ヒカリ #ポッチャマ の #アニポケ 登場記念🎊 2週連続プレゼントキャンペーン開催❗ [第2弾]ぬいぐるみビーズクッション「むぎゅっとポッチャマ」を抽選で10名様にプレゼント🎁 📝応募方法 ①@anipoke_PRをフォロー ②このツイー…,rurika_mito,None,None,None,None,None,None,None,None,None,None,None,None,None,[{"text": "\u30d2\u30ab\u30ea"- "indices": [16- 20]}- {"text": "\u30dd\u30c3\u30c1\u30e3\u30de"- "indices": [21- 27]}- {"text": "\u30a2\u30cb\u30dd\u30b1"- "indices": [30- 35]}],[],[{"screen_name": "anipoke_PR"- "name": "\u30a2\u30cb\u30e1\u300c\u30dd\u30b1\u30c3\u30c8\u30e2\u30f3\u30b9\u30bf\u30fc\u300d\u516c\u5f0f"- "id": 1163746138731585537- "id_str": "1163746138731585537"- "indices": [3- 14]}- {"screen_name": "anipoke_PR"- "name": "\u30a2\u30cb\u30e1\u300c\u30dd\u30b1\u30c3\u30c8\u30e2\u30f3\u30b9\u30bf\u30fc\u300d\u516c\u5f0f"- "id": 1163746138731585537- "id_str": "1163746138731585537"- "indices": [116- 127]}],[]
Sat Jul 31 11:46:57 +0000 2021,1421437223623217153,<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>,RT @livedoornews: 【東京五輪速報】男子サッカー 準々決勝 試合終了 守護神・谷晃生がPKストップ！ 日本、ベスト4進出！準決勝でスペインと対戦へ！！ #サッカー #Tokyo2020 写真：Getty Images https://t.co/3ISquYn…,xNWDRxhWz5IhJkV,None,None,None,None,None,None,None,None,None,None,None,None,None,[{"text": "\u30b5\u30c3\u30ab\u30fc"- "indices": [86- 91]}- {"text": "Tokyo2020"- "indices": [92- 102]}],[],[{"screen_name": "livedoornews"- "name": "\u30e9\u30a4\u30d6\u30c9\u30a2\u30cb\u30e5\u30fc\u30b9"- "id": 17306975- "id_str": "17306975"- "indices": [3- 16]}],[]
